ID,Form,Lemma,POStag,NER,Head,DepRel,Deps,Clause Tag,Record ID,Sentence ID,Document ID,Document,Date
9,-,-,HYPH,NUMBER,8,punct,8:punct,,3165,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,1218,1218,CD,NUMBER,8,nummod,8:nummod,,3166,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,),),-RRB-,O,8,punct,8:punct,,3167,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,",",",",",",O,1,punct,1:punct,,3168,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,§,§,SYM,O,14,dep,14:dep,,3169,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,4,4,CD,NUMBER,1,nmod,1:nmod,,3170,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,",",",",",",O,14,punct,14:punct,,3171,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,7-26-17,7-26-17,CD,DATE,14,nummod,14:nummod,,3172,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
17,),),-RRB-,O,14,punct,14:punct,,3173,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
18,Sec.,sec.,NN,O,14,dep,14:dep,,3174,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
19,75,75,CD,DATE,18,nummod,18:nummod,,3175,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
20,-,-,HYPH,DATE,18,punct,18:punct,,3176,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
21,21,21,CD,DATE,18,nummod,18:nummod,,3177,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
22,.,.,.,O,1,punct,1:punct,,3178,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,-,-,HYPH,O,2,punct,2:punct,,3179,56,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,Budgeting,budgeting,NN,O,0,ROOT,0:ROOT,,3180,56,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,and,and,CC,O,4,cc,4:cc,,3181,56,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,financing,financing,NN,O,2,conj:and,2:conj:and,,3182,56,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,.,.,.,O,2,punct,2:punct,,3183,56,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,All,all,DT,O,3,det,3:det,,3184,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,capital,capital,NN,O,3,compound,3:compound,,3185,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,construction,construction,NN,O,10,nsubj:pass,5:nsubj|10:nsubj:pass,,3186,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,which,which,WDT,O,3,ref,3:ref,,3187,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,falls,fall,VBZ,O,3,acl:relcl,3:acl:relcl,,3188,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,under,under,IN,O,8,case,8:case,,3189,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,this,this,DT,O,8,det,8:det,,3190,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,policy,policy,NN,O,5,obl:under,5:obl:under,,3191,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,is,be,VBZ,O,10,aux:pass,10:aux:pass,,3192,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,required,require,VBN,O,0,ROOT,0:ROOT,,3193,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,to,to,TO,O,12,case,12:case,,3194,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,budget,budget,NN,O,10,obl:to,10:obl:to,,3195,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,LEED,leed,VBD,O,16,amod,16:amod,,3196,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,TM,tm,NN,O,16,compound,16:compound,,3197,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,design,design,NN,O,16,compound,16:compound,,3198,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,standards,standard,NNS,O,12,obj,12:obj,,3199,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
17,in,in,IN,O,20,case,20:case,,3200,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
18,the,the,DT,O,20,det,20:det,,3201,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
19,conceptual,conceptual,JJ,O,20,amod,20:amod,,3202,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
20,development,development,NN,O,16,nmod:in,16:nmod:in,,3203,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
21,of,of,IN,O,25,case,25:case,,3204,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
22,a,a,DT,O,25,det,25:det,,3205,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
23,city,city,NN,O,25,compound,25:compound,,3206,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
24,funded,fund,VBN,O,25,amod,25:amod,,3207,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
25,facility,facility,NN,O,20,nmod:of,20:nmod:of,,3208,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
26,and,and,CC,O,33,cc,33:cc,,3209,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
27,/,/,HYPH,O,26,punct,26:punct,,3210,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
28,or,or,CC,O,26,cc,26:cc,,3211,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
29,the,the,DT,O,33,det,33:det,,3212,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
30,CDP,cdp,NN,ORGANIZATION,32,compound,32:compound,,3213,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
31,/,/,HYPH,ORGANIZATION,32,punct,32:punct,,3214,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
32,CIP,cip,NN,ORGANIZATION,33,compound,33:compound,,3215,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
33,process,process,NN,O,25,conj:and,20:nmod:of|25:conj:and,,3216,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
34,through,through,IN,O,36,case,36:case,,3217,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
35,the,the,DT,O,36,det,36:det,,3218,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
36,department,department,NN,O,16,nmod:through,16:nmod:through,,3219,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
37,of,of,IN,O,38,case,38:case,,3220,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
38,planning,planning,NN,O,36,nmod:of,36:nmod:of,,3221,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
39,.,.,.,O,10,punct,10:punct,,3222,57,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,Budget,Budget,NNP,O,2,compound,2:compound,,3223,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,planning,planning,NN,O,9,nsubj,9:nsubj,,3224,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,and,and,CC,O,7,cc,7:cc,,3225,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,life,life,NN,O,5,compound,5:compound,,3226,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,cycle,cycle,NN,O,7,compound,7:compound,,3227,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,cost,cost,NN,O,7,compound,7:compound,,3228,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,analysis,analysis,NN,O,9,nsubj,2:conj:and|9:nsubj,,3229,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,to,to,TO,O,9,mark,9:mark,,3230,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,achieve,achieve,VB,O,0,ROOT,0:ROOT,,3231,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,LEED,leed,NN,O,11,compound,11:compound,,3232,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,TM,tm,NN,O,13,compound,13:compound,,3233,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,Silver,silver,NN,O,13,compound,13:compound,,3234,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,Certification,certification,NN,O,18,compound,18:compound,,3235,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,and,and,CC,O,16,cc,16:cc,,3236,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,LEED,leed,NN,O,16,compound,16:compound,,3237,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,TM,tm,NN,MISC,18,compound,13:conj:and|18:compound,,3238,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
17,Existing,exist,VBG,MISC,18,amod,18:amod,,3239,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
18,Buildings,building,NNS,MISC,9,obj,9:obj,,3240,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
19,:,:,:,O,18,punct,18:punct,,3241,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
20,Operations,Operations,NNP,O,23,compound,23:compound,,3242,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
21,&,&,CC,O,22,cc,22:cc,,3243,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
22,Maintenance,maintenance,NN,O,23,compound,20:conj:&|23:compound,,3244,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
23,Certification,certification,NN,O,25,nsubj:pass,25:nsubj:pass,,3245,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
24,is,be,VBZ,O,25,aux:pass,25:aux:pass,,3246,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
25,required,require,VBN,O,18,dep,18:dep,,3247,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
26,.,.,.,O,9,punct,9:punct,,3248,58,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,(,(,-LRB-,O,2,punct,2:punct,,3249,59,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,Ord,Ord,NNP,O,0,ROOT,0:ROOT,,3250,59,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,.,.,.,O,2,punct,2:punct,,3251,59,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,No.,no.,NN,O,0,ROOT,0:ROOT,,3252,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,2003,2003,CD,NUMBER,1,nummod,1:nummod,,3253,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,-,-,HYPH,NUMBER,1,punct,1:punct,,3254,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,108,108,CD,NUMBER,1,nummod,1:nummod,,3255,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,",",",",",",O,1,punct,1:punct,,3256,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,§,§,SYM,O,7,dep,7:dep,,3257,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,2,2,CD,NUMBER,1,nummod,1:nummod,,3258,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,(,(,-LRB-,O,10,punct,10:punct,,3259,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,Exh.,exh.,NN,O,10,compound,10:compound,,3260,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,A,a,NN,O,1,appos,1:appos,,3261,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,),),-RRB-,O,10,punct,10:punct,,3262,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,",",",",",",O,1,punct,1:punct,,3263,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,12-9-03,12-9-03,CD,DATE,1,nummod,1:nummod,,3264,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,;,;,:,O,1,punct,1:punct,,3265,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,Ord,Ord,NNP,O,1,dep,1:dep,,3266,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,.,.,.,O,1,punct,1:punct,,3267,60,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,No.,no.,NN,O,0,ROOT,0:ROOT,,3268,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,2017,2017,CD,NUMBER,1,nummod,1:nummod,,3269,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,-,-,HYPH,NUMBER,1,punct,1:punct,,3270,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,42,42,CD,NUMBER,1,nummod,1:nummod,,3271,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,(,(,-LRB-,O,8,punct,8:punct,,3272,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,17,17,CD,NUMBER,8,nummod,8:nummod,,3273,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,-,-,SYM,NUMBER,8,dep,8:dep,,3274,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,O,o,NN,NUMBER,1,appos,1:appos,,3275,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,-,-,HYPH,NUMBER,8,punct,8:punct,,3276,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,1218,1218,CD,NUMBER,8,nummod,8:nummod,,3277,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,),),-RRB-,O,8,punct,8:punct,,3278,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,",",",",",",O,1,punct,1:punct,,3279,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,§,§,SYM,O,14,dep,14:dep,,3280,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,5,5,CD,NUMBER,1,nmod,1:nmod,,3281,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,",",",",",",O,14,punct,14:punct,,3282,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,7-26-17,7-26-17,CD,DATE,14,nummod,14:nummod,,3283,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
17,),),-RRB-,O,14,punct,14:punct,,3284,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
18,Sec.,sec.,NN,O,14,dep,14:dep,,3285,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
19,75,75,CD,DATE,18,nummod,18:nummod,,3286,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
20,-,-,HYPH,DATE,18,punct,18:punct,,3287,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
21,22,22,CD,DATE,18,nummod,18:nummod,,3288,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
22,.,.,.,O,1,punct,1:punct,,3289,61,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,-,-,HYPH,O,2,punct,2:punct,,3290,62,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,Training,training,NN,O,0,ROOT,0:ROOT,,3291,62,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,.,.,.,O,2,punct,2:punct,,3292,62,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,LEED,leed,JJ,O,3,amod,3:amod,,3293,63,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,TM,tm,NN,O,3,compound,3:compound,,3294,63,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,training,training,NN,O,6,nsubj:pass,6:nsubj:pass,,3295,63,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,will,will,MD,O,6,aux,6:aux,,3296,63,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,be,be,VB,O,6,aux:pass,6:aux:pass,,3297,63,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
