ID,Form,Lemma,POStag,NER,Head,DepRel,Deps,Clause Tag,Record ID,Sentence ID,Document ID,Document,Date
4,responsibilities,responsibility,NNS,O,2,conj:and,2:conj:and,,3027,49,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,.,.,.,O,2,punct,2:punct,,3028,49,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,(,(,-LRB-,O,2,punct,2:punct,,3029,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,a,a,LS,O,0,ROOT,0:ROOT,,3030,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,),),-RRB-,O,2,punct,2:punct,,3031,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,The,the,DT,O,5,det,5:det,,3032,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,commissioners,commissioner,NNS,O,2,dep,2:dep,,3033,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,of,of,IN,O,9,case,9:case,,3034,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,all,all,DT,O,9,det,9:det,,3035,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,city,city,NN,O,9,compound,9:compound,,3036,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,departments,department,NNS,O,5,nmod:of,5:nmod:of,,3037,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,or,or,CC,O,12,cc,12:cc,,3038,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,their,they,PRP$,O,12,nmod:poss,12:nmod:poss,,3039,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,designee,designee,NN,O,9,conj:or,5:nmod:of|9:conj:or,,3040,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,(,(,-LRB-,O,12,punct,12:punct,,3041,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,s,s,AFX,O,12,dep,12:dep,,3042,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,),),-RRB-,O,12,punct,12:punct,,3043,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,whose,whose,WP$,O,17,nmod:poss,17:nmod:poss,,3044,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
17,responsibilities,responsibility,NNS,O,18,nsubj,18:nsubj,,3045,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
18,include,include,VBP,O,9,dep,9:dep,,3046,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
19,planning,planning,NN,O,32,dep,32:dep,,3047,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
20,",",",",",",O,19,punct,19:punct,,3048,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
21,designing,design,VBG,O,32,dep,19:conj:or|32:dep,,3049,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
22,",",",",",",O,19,punct,19:punct,,3050,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
23,constructing,construct,VBG,O,32,dep,19:conj:or|32:dep,,3051,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
24,or,or,CC,O,25,cc,25:cc,,3052,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
25,renovating,renovate,VBG,O,32,dep,19:conj:or|32:dep,,3053,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
26,city,city,NN,O,28,dep,28:dep,,3054,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
27,-,-,HYPH,O,28,punct,28:punct,,3055,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
28,owned,own,VBN,O,32,dep,32:dep,,3056,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
29,",",",",",",O,32,punct,32:punct,,3057,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
30,city,city,NN,O,32,dep,32:dep,,3058,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
31,-,-,HYPH,O,32,punct,32:punct,,3059,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
32,managed,manage,VBN,O,18,xcomp,18:xcomp,,3060,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
33,",",",",",",O,32,punct,32:punct,,3061,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
34,and,and,CC,O,40,cc,40:cc,,3062,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
35,city,city,NN,O,37,obl,37:obl,,3063,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
36,-,-,HYPH,O,37,punct,37:punct,,3064,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
37,leased,lease,VBN,O,38,amod,38:amod,,3065,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
38,facilities,facility,NNS,O,40,nsubj,40:nsubj,,3066,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
39,are,be,VBP,O,40,cop,40:cop,,3067,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
40,responsible,responsible,JJ,O,32,conj:and,18:xcomp|32:conj:and,,3068,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
41,for,for,IN,O,43,case,43:case,,3069,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
42,ensuring,ensure,VBG,O,43,amod,43:amod,,3070,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
43,facilities,facility,NNS,O,40,obl:for,40:obl:for,,3071,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
44,and,and,CC,O,45,cc,45:cc,,3072,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
45,buildings,building,NNS,O,43,conj:and,40:obl:for|43:conj:and,,3073,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
46,comply,comply,VBP,O,40,advmod,40:advmod,,3074,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
47,with,with,IN,O,48,case,48:case,,3075,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
48,section,section,NN,O,46,obl:with,46:obl:with,,3076,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
49,75,75,CD,NUMBER,48,nummod,48:nummod,,3077,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
50,-,-,HYPH,NUMBER,48,punct,48:punct,,3078,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
51,19,19,CD,NUMBER,48,nummod,48:nummod,,3079,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
52,.,.,.,O,2,punct,2:punct,,3080,50,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,(,(,-LRB-,O,2,punct,2:punct,,3081,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,b,b,LS,O,12,dep,12:dep,,3082,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,),),-RRB-,O,2,punct,2:punct,,3083,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,The,the,DT,O,6,det,6:det,,3084,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,manager,manager,NN,TITLE,6,compound,6:compound,,3085,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,office,office,NN,O,12,nsubj,12:nsubj,,3086,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,of,of,IN,O,8,case,8:case,,3087,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,buildings,building,NNS,O,6,nmod:of,6:nmod:of,,3088,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,or,or,CC,O,10,cc,10:cc,,3089,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,designee,designee,NN,O,8,conj:or,6:nmod:of|8:conj:or,,3090,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,is,be,VBZ,O,12,cop,12:cop,,3091,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,responsible,responsible,JJ,O,0,ROOT,0:ROOT,,3092,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,for,for,IN,O,16,case,16:case,,3093,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,coordinating,coordinate,VBG,O,16,amod,16:amod,,3094,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,city,city,NN,O,16,compound,16:compound,,3095,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,departments,department,NNS,O,12,obl:for,12:obl:for,,3096,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
17,any,any,DT,O,21,det,21:det,,3097,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
18,educational,educational,JJ,O,21,amod,21:amod,,3098,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
19,and,and,CC,O,20,cc,20:cc,,3099,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
20,technical,technical,JJ,O,21,amod,18:conj:and|21:amod,,3100,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
21,resources,resource,NNS,O,12,obj,12:obj,,3101,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
22,available,available,JJ,O,21,amod,21:amod,,3102,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
23,that,that,WDT,O,26,nsubj,24:nsubj|26:nsubj,,3103,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
24,support,support,VBP,O,22,dep,22:dep,,3104,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
25,and,and,CC,O,26,cc,26:cc,,3105,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
26,promote,promote,VBP,O,24,conj:and,22:dep|24:conj:and,,3106,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
27,sustainable,sustainable,JJ,O,28,amod,28:amod,,3107,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
28,design,design,NN,O,24,obj,24:obj,,3108,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
29,and,and,CC,O,30,cc,30:cc,,3109,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
30,construction,construction,NN,O,28,conj:and,24:obj|28:conj:and,,3110,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
31,of,of,IN,O,33,case,33:case,,3111,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
32,city,city,NN,O,33,compound,33:compound,,3112,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
33,facilities,facility,NNS,O,28,nmod:of,28:nmod:of,,3113,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
34,.,.,.,O,12,punct,12:punct,,3114,51,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,(,(,-LRB-,O,2,punct,2:punct,,3115,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,c,c,LS,O,17,dep,17:dep,,3116,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,),),-RRB-,O,2,punct,2:punct,,3117,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,The,the,DT,O,5,det,5:det,,3118,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,commissioners,commissioner,NNS,O,17,nsubj,17:nsubj,,3119,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,of,of,IN,O,9,case,9:case,,3120,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,all,all,DT,O,9,det,9:det,,3121,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,city,city,NN,O,9,compound,9:compound,,3122,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,departments,department,NNS,O,5,nmod:of,5:nmod:of,,3123,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,or,or,CC,O,12,cc,12:cc,,3124,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,their,they,PRP$,O,12,nmod:poss,12:nmod:poss,,3125,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,designee,designee,NN,O,9,conj:or,5:nmod:of|9:conj:or,,3126,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,(,(,-LRB-,O,12,punct,12:punct,,3127,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,s,s,AFX,O,12,dep,12:dep,,3128,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,),),-RRB-,O,12,punct,12:punct,,3129,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,are,be,VBP,O,17,cop,17:cop,,3130,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
17,responsible,responsible,JJ,O,0,ROOT,0:ROOT,,3131,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
18,for,for,IN,O,22,case,22:case,,3132,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
19,completing,complete,VBG,O,22,amod,22:amod,,3133,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
20,LEED,leed,NN,O,21,compound,21:compound,,3134,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
21,TM,tm,NN,O,22,compound,22:compound,,3135,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
22,training,training,NN,O,17,obl:for,17:obl:for,,3136,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
23,.,.,.,O,17,punct,17:punct,,3137,52,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,(,(,-LRB-,O,2,punct,2:punct,,3138,53,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,Ord,Ord,NNP,O,0,ROOT,0:ROOT,,3139,53,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,.,.,.,O,2,punct,2:punct,,3140,53,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,No.,no.,NN,O,0,ROOT,0:ROOT,,3141,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,2003,2003,CD,NUMBER,1,nummod,1:nummod,,3142,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,-,-,HYPH,NUMBER,1,punct,1:punct,,3143,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,108,108,CD,NUMBER,1,nummod,1:nummod,,3144,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,",",",",",",O,1,punct,1:punct,,3145,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,§,§,SYM,O,7,dep,7:dep,,3146,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,2,2,CD,NUMBER,1,nummod,1:nummod,,3147,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,(,(,-LRB-,O,10,punct,10:punct,,3148,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
9,Exh.,exh.,NN,O,10,compound,10:compound,,3149,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
10,A,a,NN,O,1,appos,1:appos,,3150,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
11,),),-RRB-,O,10,punct,10:punct,,3151,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
12,",",",",",",O,1,punct,1:punct,,3152,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
13,12-9-03,12-9-03,CD,DATE,1,nummod,1:nummod,,3153,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
14,;,;,:,O,1,punct,1:punct,,3154,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
15,Ord,Ord,NNP,O,1,dep,1:dep,,3155,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
16,.,.,.,O,1,punct,1:punct,,3156,54,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
1,No.,no.,NN,O,0,ROOT,0:ROOT,,3157,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
2,2017,2017,CD,NUMBER,1,nummod,1:nummod,,3158,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
3,-,-,HYPH,NUMBER,1,punct,1:punct,,3159,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
4,42,42,CD,NUMBER,1,nummod,1:nummod,,3160,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
5,(,(,-LRB-,O,8,punct,8:punct,,3161,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
6,17,17,CD,NUMBER,8,nummod,8:nummod,,3162,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
7,-,-,SYM,NUMBER,8,dep,8:dep,,3163,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
8,O,o,NN,NUMBER,1,appos,1:appos,,3164,55,2,"=hyperlink(""/Users/macarahmorgan/Guldi-Lab/Sample/Sustainable Design Standards/09-15-2022_Codes .txt"")",09-15-2022
